V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,mturkcode,Q44,A_ACC,A_UNI,A_DEC,B_ACC,B_UNI,B_DEC,COFFEE,Q48,SEX,AGE,Q233,LocationLatitude,LocationLongitude,LocationAccuracy
R_43ck5QR2Vdjtr7L,Default Response Set,Anonymous,,,69.133.35.47,0,5/22/2014 9:45,5/22/2014 9:46,0,30116,1,,3,,,,,2,1,1,38,,,,-1
R_511BuVzFhK1Jiy9,Default Response Set,Anonymous,,,50.139.14.152,0,5/22/2014 12:01,5/22/2014 12:05,0,44833,1,,,,,,1,2,1,1,29,,,,-1
R_6YvzqflXUwYDl3v,Default Response Set,Anonymous,,,98.95.19.11,0,5/22/2014 11:44,5/22/2014 11:45,0,49493,1,,,,,,2,1,1,1,46,,,,-1
R_8FU9tP25WQNJOGp,Default Response Set,Anonymous,,,204.15.2.66,0,5/22/2014 10:32,5/22/2014 10:33,0,59022,1,,,,,2,,1,1,1,27,,,,-1
R_bCmRh6LtFlkBJyd,Default Response Set,Anonymous,,,75.27.53.119,0,5/22/2014 9:25,5/22/2014 9:25,0,84187,1,,,,,2,,1,1,1,41,,,,-1
R_0MKTUCSUkXAEeP3,Default Response Set,Anonymous,,,108.34.29.137,0,5/22/2014 15:37,5/22/2014 15:39,1,54694,1,,,2,,,,2,1,1,19,1,42.88639832,-78.87840271,-1
R_2hQnf43ChJdmLQx,Default Response Set,Anonymous,,,67.165.44.108,0,5/22/2014 15:39,5/22/2014 15:39,1,59912,1,,,,3,,,2,1,1,21,1,40.62240601,-79.145401,-1
R_74ByFRozrmMK24B,Default Response Set,Anonymous,,,99.109.96.242,0,5/22/2014 15:39,5/22/2014 15:39,1,33090,1,,2,,,,,1,1,1,52,1,32.81010437,-97.10610199,-1
R_02Q1ib43YrlHHil,Default Response Set,Anonymous,,,173.60.86.226,0,5/22/2014 15:41,5/22/2014 15:42,1,43972,1,,,,,,2,2,1,1,21,1,34.17019653,-118.9557953,-1
R_83cKh4QgEJVR0Vv,Default Response Set,Anonymous,,,64.57.165.133,0,5/22/2014 15:44,5/22/2014 15:44,1,96036,1,,,2,,,,1,1,2,53,1,37.82850647,-86.2779007,-1
R_cOSOlkDWvCzA4kZ,Default Response Set,Anonymous,,,71.20.9.71,0,5/22/2014 15:44,5/22/2014 15:45,1,16329,1,,,,,1,,1,1,1,41,1,45.58859253,-122.7064056,-1
R_a4s4kcY02kBsX7D,Default Response Set,Anonymous,,,50.156.23.43,0,5/22/2014 15:44,5/22/2014 15:45,1,6945,1,3,,,,,,1,1,1,22,1,37.35009766,-121.9853973,-1
R_a3miXv9Iie9H0dn,Default Response Set,Anonymous,,,173.13.192.126,0,5/22/2014 15:45,5/22/2014 15:45,1,38318,1,1,,,,,,1,1,2,29,1,38.89509583,-77.03639984,-1
R_6Gwy57YAKPXRCa9,Default Response Set,Anonymous,,,108.41.4.230,0,5/22/2014 15:45,5/22/2014 15:46,1,45619,1,,,1,,,,1,1,2,49,1,40.75059509,-73.82039642,-1
R_7UsbAO3CfVEdMA5,Default Response Set,Anonymous,,,108.50.159.74,0,5/22/2014 15:45,5/22/2014 15:46,1,27458,1,,,,,,2,1,1,1,66,1,40.78709412,-74.32910156,-1
R_2iBuBLMGaIdlv2l,Default Response Set,Anonymous,,,70.189.62.145,0,5/22/2014 15:45,5/22/2014 15:46,1,49647,1,,,,2,,,1,1,1,23,1,30.22410583,-92.01979828,-1
R_2tVNeGXG0XzW2Oh,Default Response Set,Anonymous,,,100.2.113.134,0,5/22/2014 15:46,5/22/2014 15:47,1,79473,1,,,,,1,,2,1,2,23,1,40.72520447,-73.98020172,-1
R_dfX3iIdumv5C0Hb,Default Response Set,Anonymous,,,209.239.180.82,0,5/22/2014 15:47,5/22/2014 15:47,1,18041,1,,3,,,,,1,1,1,24,1,43.05349731,-73.75170135,-1
R_42WLVKn6ogMuNdX,Default Response Set,Anonymous,,,96.244.150.126,0,5/22/2014 15:47,5/22/2014 15:48,1,21506,1,,3,,,,,1,1,2,28,1,39.36700439,-76.67189789,-1
R_bNHkr9wppJ1kqKp,Default Response Set,Anonymous,,,71.213.2.5,0,5/22/2014 15:49,5/22/2014 15:50,1,95778,1,1,,,,,,2,1,2,27,1,40.76080322,-111.891098,-1
R_4GcQDXkqVqpqzc1,Default Response Set,Anonymous,,,24.38.128.14,0,5/22/2014 15:50,5/22/2014 15:51,1,90409,1,,,,,2,,1,1,2,46,1,32.4868927,-85.11820221,-1
R_1FHbPYZeLqH694p,Default Response Set,Anonymous,,,71.197.103.17,0,5/22/2014 15:49,5/22/2014 15:51,1,2758,1,,,,,,3,1,1,1,27,1,38.68449402,-121.2223053,-1
R_5133qLG53MiM6C9,Default Response Set,Anonymous,,,98.237.201.172,0,5/22/2014 15:54,5/22/2014 15:55,1,24265,1,,,2,,,,2,1,1,23,1,47.64179993,-122.0803986,-1
R_9uafUiwt7tH65x3,Default Response Set,Anonymous,,,75.141.141.200,0,5/22/2014 15:55,5/22/2014 15:56,1,45120,1,,,,,1,,1,1,1,23,1,32.63879395,-97.32319641,-1
R_9mIK3fEpSkgifJz,Default Response Set,Anonymous,,,74.77.138.49,0,5/22/2014 15:55,5/22/2014 15:57,1,94168,1,,,2,,,,2,1,1,24,1,42.8927002,-78.88839722,-1
R_55eku20pj3FQjS5,Default Response Set,Anonymous,,,173.72.254.107,0,5/22/2014 15:56,5/22/2014 15:57,1,47269,1,,1,,,,,1,1,1,29,1,38.2723999,-77.59320068,-1
R_b91NIaTr94wLiO9,Default Response Set,Anonymous,,,159.118.158.102,0,5/22/2014 15:56,5/22/2014 15:58,1,7823,1,,,,1,,,2,1,2,23,1,43.50469971,-111.8951035,-1
R_1zCBe5SElLgpIgd,Default Response Set,Anonymous,,,50.158.135.104,0,5/22/2014 15:58,5/22/2014 15:59,1,91177,1,,,,,,1,2,1,2,30,1,42.01060486,-87.66860199,-1
R_cImi6eomN2A71hb,Default Response Set,Anonymous,,,76.165.34.50,0,5/22/2014 16:01,5/22/2014 16:02,1,57250,1,1,,,,,,1,1,1,23,1,30.40499878,-91.1867981,-1
R_2aXoMpDzJpprz1j,Default Response Set,Anonymous,,,50.174.145.22,0,5/22/2014 16:02,5/22/2014 16:03,1,92565,1,,,,,,2,2,1,1,22,1,37.78619385,-122.4371033,-1
R_b2EeXQmDkktgjvn,Default Response Set,Anonymous,,,69.47.134.151,0,5/22/2014 16:02,5/22/2014 16:03,1,15016,1,1,,,,,,2,1,2,33,1,39.89280701,-82.95880127,-1
R_9LFfNgEcRBfb6AJ,Default Response Set,Anonymous,,,184.19.110.190,0,5/22/2014 16:03,5/22/2014 16:04,1,68661,1,,1,,,,,2,1,2,33,1,39.45620728,-77.96389771,-1
R_1QRMUgavbYOiqah,Default Response Set,Anonymous,,,107.7.180.18,0,5/22/2014 16:07,5/22/2014 16:08,1,70958,1,,,,3,,,1,1,1,35,1,33.78840637,-84.34909821,-1
R_dgTGLPl2oxvlpvD,Default Response Set,Anonymous,,,67.80.80.115,0,5/22/2014 16:10,5/22/2014 16:11,1,70640,1,,,2,,,,2,1,1,18,1,41.30220032,-73.38829803,-1
R_b8bcQ3Pw48U5enj,Default Response Set,Anonymous,,,71.135.41.39,0,5/22/2014 16:10,5/22/2014 16:11,1,36500,1,,,,,1,,1,1,1,24,1,37.80439758,-122.2707977,-1
R_2snixCfg94azsDb,Default Response Set,Anonymous,,,129.110.242.29,0,5/22/2014 16:10,5/22/2014 16:11,1,14690,1,1,,,,,,2,1,1,21,1,32.94819641,-96.72969818,-1
R_55fFjOTCoAYlaD3,Default Response Set,Anonymous,,,174.108.96.54,0,5/22/2014 16:10,5/22/2014 16:11,1,53459,1,,,,,3,,1,1,1,23,1,35.23440552,-80.90910339,-1
R_1YdNsqAcNh2cyjP,Default Response Set,Anonymous,,,69.249.76.148,0,5/22/2014 16:12,5/22/2014 16:13,1,17113,1,,,,,,2,1,1,1,24,1,40.03930664,-75.0667038,-1
R_bKEY4QAruGBuakl,Default Response Set,Anonymous,,,134.174.21.158,0,5/22/2014 16:13,5/22/2014 16:14,1,44393,1,,,2,,,,1,1,2,30,1,42.34509277,-71.09929657,-1
R_b7VTOtJm0z0NKe1,Default Response Set,Anonymous,,,50.161.140.196,0,5/22/2014 16:14,5/22/2014 16:15,1,16014,1,,3,,,,,2,1,1,25,1,36.74110413,-119.7499008,-1
R_42e2WYvLy0shK17,Default Response Set,Anonymous,,,66.61.19.94,0,5/22/2014 16:15,5/22/2014 16:16,1,57340,1,,,,,,2,1,1,1,23,1,41.38819885,-82.37539673,-1
R_7VrA3AQqdwElT9j,Default Response Set,Anonymous,,,190.83.160.202,0,5/22/2014 16:17,5/22/2014 16:17,1,32854,1,3,,,,,,1,1,1,48,1,10.6499939,-61.51670074,-1
R_6LqZV6KZ8JkpB1b,Default Response Set,Anonymous,,,108.85.172.191,0,5/22/2014 16:17,5/22/2014 16:17,1,33477,1,,,,3,,,1,1,1,22,1,37.67829895,-120.9501038,-1
R_9KwTG3iSw0k8b09,Default Response Set,Anonymous,,,71.68.97.226,0,5/22/2014 16:18,5/22/2014 16:18,1,87547,1,,,2,,,,1,1,1,18,1,35.32839966,-80.74590302,-1
R_8oJWZ5o2KWikbyd,Default Response Set,Anonymous,,,71.170.241.161,0,5/22/2014 16:18,5/22/2014 16:19,1,85174,1,,,,3,,,1,1,1,19,1,33.01620483,-96.53820038,-1
R_0p9yNzsaqWkjJU9,Default Response Set,Anonymous,,,68.234.212.220,0,5/22/2014 16:21,5/22/2014 16:21,1,153,1,,1,,,,,1,1,2,20,1,40.82189941,-96.81469727,-1
R_8oJHh7gHj0U6RAp,Default Response Set,Anonymous,,,66.251.112.231,0,5/22/2014 16:21,5/22/2014 16:22,1,27433,1,,,,,,1,2,1,2,24,1,42.73449707,-71.46330261,-1
R_2gJidTVM6Y5aTqd,Default Response Set,Anonymous,,,137.165.167.166,0,5/22/2014 16:23,5/22/2014 16:24,1,10545,1,,,1,,,,1,1,2,21,1,42.64419556,-73.24629974,-1
R_cGglWdlnLXnjglD,Default Response Set,Anonymous,,,76.238.182.131,0,5/22/2014 16:31,5/22/2014 16:32,1,7011,1,,,,,2,,1,1,2,20,1,29.76719666,-95.1588974,-1
R_6ikeJs3Xz7g96ND,Default Response Set,Anonymous,,,70.113.61.166,0,5/22/2014 16:32,5/22/2014 16:33,1,19261,1,,,,3,,,1,1,1,35,1,30.26719666,-97.74310303,-1
R_8c7KqppPWclQHKR,Default Response Set,Anonymous,,,205.144.100.200,0,5/22/2014 16:32,5/22/2014 16:33,1,30282,1,,1,,,,,1,1,1,55,1,35.95930481,-86.54199982,-1
R_ehRzWGjxJVsbZGd,Default Response Set,Anonymous,,,64.78.249.147,0,5/22/2014 16:34,5/22/2014 16:35,1,10570,1,2,,,,,,1,1,2,56,1,40.76249695,-73.95030212,-1
R_01DB6qKtCyapVMp,Default Response Set,Anonymous,,,108.80.77.107,0,5/22/2014 16:36,5/22/2014 16:37,1,31750,1,,,,,1,,2,1,2,32,1,34.05220032,-118.2436981,-1
R_8llqmtqxc6lYwDj,Default Response Set,Anonymous,,,98.214.100.251,0,5/22/2014 16:44,5/22/2014 16:44,1,54343,1,,,,3,,,1,1,1,20,1,40.70440674,-89.65570068,-1
R_cBixhmrpI0G84u1,Default Response Set,Anonymous,,,69.136.190.121,0,5/22/2014 16:44,5/22/2014 16:45,1,32611,1,,2,,,,,1,1,2,45,1,39.89500427,-86.18039703,-1
R_7UJIIAgpF86SSsB,Default Response Set,Anonymous,,,68.62.220.51,0,5/22/2014 16:45,5/22/2014 16:47,1,15627,1,,,2,,,,1,1,1,26,1,34.71929932,-86.56040192,-1
R_3Ow6c00nMc9lM2h,Default Response Set,Anonymous,,,173.225.56.62,0,5/22/2014 16:48,5/22/2014 16:48,1,41910,1,,,,2,,,1,1,2,23,1,43.05349731,-73.75170135,-1
R_2fLVuU69dOKatQp,Default Response Set,Anonymous,,,130.212.78.103,0,5/22/2014 16:51,5/22/2014 16:52,1,27151,1,,,,1,,,2,1,2,24,1,37.7230072,-122.4841995,-1
R_dm7gkdMPbTsJZv7,Default Response Set,Anonymous,,,76.212.178.223,0,5/22/2014 16:52,5/22/2014 16:52,1,59343,1,,,,,2,,1,1,2,28,1,32.96279907,-117.0359039,-1
R_abA4n3sv1jdjGcd,Default Response Set,Anonymous,,,78.128.172.25,0,5/22/2014 16:53,5/22/2014 16:54,1,27208,1,,,2,,,,1,1,1,24,1,40.72669983,-73.99810028,-1
R_82Clhzbnw2yMg4t,Default Response Set,Anonymous,,,98.127.242.97,0,5/22/2014 16:57,5/22/2014 16:58,1,14490,1,,,,,,2,1,1,2,66,1,38.47790527,-105.4555969,-1
R_aeYOn8nfi6YwWq1,Default Response Set,Anonymous,,,98.145.229.180,0,5/22/2014 16:59,5/22/2014 17:00,1,88401,1,,,2,,,,2,1,2,27,1,47.59240723,-116.9118958,-1
R_5i3cvYsJTxqQL9H,Default Response Set,Anonymous,,,97.104.17.213,0,5/22/2014 16:51,5/22/2014 17:00,1,37395,1,3,,,,,,1,1,1,22,1,29.42539978,-81.33840179,-1
R_bdW9dtAZHszlYJn,Default Response Set,Anonymous,,,64.30.161.199,0,5/22/2014 17:05,5/22/2014 17:05,1,42413,1,,,,,,2,1,1,2,41,1,33.03619385,-96.67120361,-1
R_dgoZp7k78GKMg9D,Default Response Set,Anonymous,,,208.179.3.210,0,5/22/2014 17:10,5/22/2014 17:10,1,22306,1,,1,,,,,1,1,1,41,1,34.05990601,-118.3103027,-1
R_7UrxwLEevafGZh3,Default Response Set,Anonymous,,,141.158.191.134,0,5/22/2014 17:10,5/22/2014 17:11,1,51342,1,2,,,,,,1,1,2,35,1,40.26669312,-76.63809967,-1
R_6f1dfgdH8arjsPj,Default Response Set,Anonymous,,,71.104.1.241,0,5/22/2014 17:13,5/22/2014 17:14,1,17519,1,,,,,,1,2,1,1,30,1,34.10400391,-117.6641998,-1
R_d0iYXPvjhbbzZyd,Default Response Set,Anonymous,,,74.134.153.46,0,5/22/2014 17:13,5/22/2014 17:14,1,75950,1,,,,,,1,2,1,1,29,1,38.16090393,-85.78510284,-1
R_6Rr5uAHH0ZzkH8F,Default Response Set,Anonymous,,,70.115.155.194,0,5/22/2014 17:13,5/22/2014 17:14,1,16235,1,,,1,,,,2,1,1,25,1,30.43080139,-97.72129822,-1
R_egGi4f92CYf2MLP,Default Response Set,Anonymous,,,107.217.84.243,0,5/22/2014 17:14,5/22/2014 17:15,1,20602,1,,3,,,,,1,1,1,46,1,35.58999634,-82.55809784,-1
R_2mneOUR1iuhog5L,Default Response Set,Anonymous,,,206.117.88.24,0,5/22/2014 17:14,5/22/2014 17:15,1,41301,1,,,,,2,,1,1,1,25,1,33.78660583,-118.2986984,-1
R_4JHpyQT0I296m33,Default Response Set,Anonymous,,,24.43.216.214,0,5/22/2014 17:17,5/22/2014 17:17,1,49850,1,1,,,,,,1,1,1,38,1,21.31359863,-157.8056946,-1
R_cDfmcst9qMgnGGp,Default Response Set,Anonymous,,,69.143.165.207,0,5/22/2014 17:18,5/22/2014 17:19,1,80213,1,,,,,2,,2,1,1,27,1,38.86000061,-77.09870148,-1
R_8CWOPQYm0FZzDoN,Default Response Set,Anonymous,,,107.196.109.146,0,5/22/2014 17:19,5/22/2014 17:19,1,50453,1,,,,,,2,2,1,2,22,1,26.27200317,-80.25800323,-1
R_7PbhUfYmI7ubIZn,Default Response Set,Anonymous,,,70.171.173.40,0,5/22/2014 17:19,5/22/2014 17:20,1,908,1,,,2,,,,1,1,1,19,1,41.23899841,-95.99939728,-1
R_6saAPv2883NJl6B,Default Response Set,Anonymous,,,168.137.100.23,0,5/22/2014 17:20,5/22/2014 17:20,1,70554,1,,,,,1,,2,1,1,26,1,39.09970093,-94.57859802,-1
R_5zFdVq540KdZWlf,Default Response Set,Anonymous,,,24.130.104.77,0,5/22/2014 17:20,5/22/2014 17:21,1,45173,1,3,,,,,,1,1,1,29,1,38.50210571,-122.7619019,-1
R_77lvMlzKSfd3YZD,Default Response Set,Anonymous,,,66.67.107.21,0,5/22/2014 17:21,5/22/2014 17:22,1,90094,1,,2,,,,,1,1,2,19,1,42.79150391,-73.65149689,-1
R_8dLd55PW2L4BqgR,Default Response Set,Anonymous,,,98.207.114.136,0,5/22/2014 17:22,5/22/2014 17:23,1,12297,1,,,,,2,,1,1,1,28,1,37.63929749,-122.0442047,-1
R_26jY0ouXwieC0u1,Default Response Set,Anonymous,,,174.62.234.60,0,5/22/2014 17:23,5/22/2014 17:24,1,94834,1,1,,,,,,1,1,1,27,1,42.32209778,-71.13339996,-1
R_b3mvgMW51lg9jRX,Default Response Set,Anonymous,,,172.56.38.43,0,5/22/2014 17:23,5/22/2014 17:24,1,55001,1,,,2,,,,1,1,2,35,1,37.80439758,-122.2707977,-1
R_6u7UNY0AtO9AeY5,Default Response Set,Anonymous,,,75.72.165.206,0,5/22/2014 17:22,5/22/2014 17:25,1,27371,1,,,,,2,,1,1,1,23,1,44.97590637,-93.21659851,-1
R_6fiqluiepEcL3DL,Default Response Set,Anonymous,,,209.150.79.35,0,5/22/2014 17:24,5/22/2014 17:25,1,44354,1,,,,,2,,2,1,1,20,1,38,-97,-1
R_9QDItmtwb6o9MKp,Default Response Set,Anonymous,,,67.164.33.227,0,5/22/2014 17:27,5/22/2014 17:27,1,76363,1,,2,,,,,1,1,1,30,1,37.78979492,-122.245697,-1
R_ai8XDlgy2uEtlmR,Default Response Set,Anonymous,,,68.107.2.193,0,5/22/2014 17:31,5/22/2014 17:32,1,70059,1,,,,,1,,2,1,2,19,1,32.67070007,-117.0946045,-1
R_1CfKSTf7ucc9x2Z,Default Response Set,Anonymous,,,108.183.12.45,0,5/22/2014 17:32,5/22/2014 17:33,1,61457,1,,,3,,,,1,1,2,23,1,42.65339661,-73.80750275,-1
R_e8UXAAreKqY7BZj,Default Response Set,Anonymous,,,157.242.202.69,0,5/22/2014 17:33,5/22/2014 17:33,1,59984,1,,,,1,,,1,1,1,29,1,33.95710754,-118.4040985,-1
R_40lA1nQfPISYxyR,Default Response Set,Anonymous,,,73.48.211.137,0,5/22/2014 17:35,5/22/2014 17:36,1,96640,1,3,,,,,,1,1,1,21,1,36.79670715,-119.9295044,-1
R_erGilyoK2Kf3N7D,Default Response Set,Anonymous,,,50.179.89.22,0,5/22/2014 17:36,5/22/2014 17:36,1,6943,1,,2,,,,,1,1,1,27,1,41.87249756,-87.78929901,-1
R_9uDGRoBfwiUGYbH,Default Response Set,Anonymous,,,24.23.168.137,0,5/22/2014 17:36,5/22/2014 17:36,1,13336,1,,,,2,,,1,1,1,30,1,37.8309021,-122.2196045,-1
R_8qyVJ9RQimSDYP3,Default Response Set,Anonymous,,,108.216.110.8,0,5/22/2014 17:36,5/22/2014 17:37,1,61274,1,,,,,,2,1,1,1,21,1,32.85940552,-117.2072983,-1
R_0DnJhecER8jrdqt,Default Response Set,Anonymous,,,76.174.234.238,0,5/22/2014 17:38,5/22/2014 17:38,1,55576,1,,,,1,,,2,1,1,26,1,34.51019287,-118.6804047,-1
R_3g6ZnIIzyyVR8e9,Default Response Set,Anonymous,,,24.131.158.67,0,5/22/2014 17:38,5/22/2014 17:39,1,10323,1,,1,,,,,2,1,1,21,1,45.11940002,-93.3361969,-1
R_2fOhTOqOWLhkUhD,Default Response Set,Anonymous,,,192.252.76.202,0,5/22/2014 17:40,5/22/2014 17:41,1,68498,1,,,2,,,,1,1,1,38,1,36.06260681,-94.15740204,-1
R_dd9jS3dK9cFHdBj,Default Response Set,Anonymous,,,75.140.8.186,0,5/22/2014 17:44,5/22/2014 17:45,1,1682,1,,,,,3,,1,1,1,38,1,34.09950256,-117.5807953,-1
R_eh3Ipth9B72nzGR,Default Response Set,Anonymous,,,98.230.9.42,0,5/22/2014 17:46,5/22/2014 17:46,1,36773,1,,,,2,,,2,1,1,21,1,30.45629883,-84.35399628,-1
R_4010q1QFMtWUgKh,Default Response Set,Anonymous,,,71.195.102.14,0,5/22/2014 17:46,5/22/2014 17:47,1,33124,1,3,,,,,,1,1,1,27,1,36.90359497,-121.0214996,-1
R_bOqOByTCltz4p0x,Default Response Set,Anonymous,,,50.170.225.134,0,5/22/2014 17:47,5/22/2014 17:48,1,55214,1,,,,,1,,2,1,1,33,1,39.86630249,-105.0061035,-1
R_3E6Egi0qQ0tKfvn,Default Response Set,Anonymous,,,71.177.78.30,0,5/22/2014 17:48,5/22/2014 17:49,1,25167,1,,3,,,,,2,1,2,23,1,34.01190186,-118.4682007,-1
R_9ocXYU0eSyU2yRD,Default Response Set,Anonymous,,,71.61.215.224,0,5/22/2014 17:50,5/22/2014 17:50,1,47486,1,3,,,,,,1,1,1,29,1,40.33560181,-79.55069733,-1
R_6K9UbeVdzK56bGZ,Default Response Set,Anonymous,,,65.34.160.112,0,5/22/2014 17:52,5/22/2014 17:53,1,91578,1,,,,,2,,1,1,2,21,1,26.15339661,-80.22489929,-1
R_37VTIadIQx6e4Cx,Default Response Set,Anonymous,,,98.246.244.102,0,5/22/2014 18:00,5/22/2014 18:01,1,89957,1,,,,1,,,1,1,2,23,1,45.58479309,-122.9116974,-1
